The following are the 3-grams for words #600-1000 in the lexicon file for the Corpus of Contemporary American English (COCA), which occur at least five times. In the full n-grams file (available for purchase), you would of course have *all* words and you would also have all n-grams regardless of frequency.


freq	w1	w2	w3
14	books	;	the
14	books	in	front
14	books	I	read
14	books	has	been
14	books	or	magazines
14	books	are	all
14	books	,	records
14	books	and	videotapes
14	books	that	make
14	books	,	where
13	books	as	an
13	books	and	TV
13	books	,	all
13	books	on	American
13	books	devoted	to
13	books	,	books
13	books	are	n't
13	books	and	not
13	books	,	pamphlets
13	books	coming	out
13	books	and	reading
13	books	together	.
13	books	have	a
13	books	into	a
13	books	but	also
13	books	.	Although
13	books	,	particularly
13	books	,	said
13	books	include	the
13	books	or	the
13	books	on	art
13	books	:	<p>
13	books	are	being
13	books	,	too
13	books	,	most
12	books	of	Moses
12	books	,	are
12	books	and	numerous
12	books	,	of
12	books	.	With
12	books	at	home
12	books	were	the
12	books	.	While
12	books	.	Sometimes
12	books	are	full
12	books	.	Here
12	books	.	Books
12	books	they	read
12	books	on	every
12	books	in	order
12	books	at	all
12	books	,	although
12	books	including	"
12	books	is	not
12	books	as	one
12	books	presented	by
12	books	in	it
12	books	"	and
12	books	to	help
12	books	,	that
12	books	are	,
12	books	when	I
12	books	that	might
12	books	under	his
12	books	and	to
11	books	,	plays
11	books	on	my
11	books	from	his
11	books	a	year
11	books	.	When
11	books	and	we
11	books	,	TV
11	books	,	two
11	books	,	will
11	books	have	always
11	books	are	always
11	books	that	people
11	books	on	child
11	books	that	can
11	books	so	that
11	books	in	one
11	books	in	order
11	books	did	n't
11	books	.	Other
11	books	about	"
11	books	as	"
11	books	.	Another
11	books	that	do
11	books	on	astronomy
11	books	he	read
11	books	,	including
11	books	and	was
11	books	,	just
11	books	of	Solomon
11	books	.	By
10	books	as	they
10	books	.	Mr.
10	books	or	movies
10	books	,	so
10	books	are	so
10	books	they	were
10	books	to	see
10	books	for	her
10	books	,	art
10	books	and	art
10	books	.	However
10	books	if	you
10	books	,	who
10	books	.	Most
10	books	they	have
10	books	under	the
10	books	like	the
10	books	.	No
10	books	and	ideas
10	books	,	children
10	books	on	shelves
10	books	on	childcare
10	books	under	review
10	books	or	articles
10	books	and	essays
10	books	by	authors
10	books	.	For
10	books	are	for
10	books	on	gas
10	books	are	about
10	books	all	over
10	books	and	pictures
10	books	were	on
10	books	are	on
10	books	,	only
10	books	were	not
10	books	and	all
10	books	included	"
10	books	are	now
10	books	and	"
10	books	and	one
10	books	you	can
10	books	and	supplies
10	books	,	supplies
10	books	about	him
10	books	and	he
10	books	about	how
10	books	and	documents
10	books	.	Among
10	books	published	,
10	books	as	we
10	books	--	I
10	books	,	had
10	books	and	my
10	books	,	too
2029	exactly	the	same
964	exactly	what	I
940	exactly	what	he
939	exactly	what	the
762	exactly	what	they
722	exactly	right	.
704	exactly	what	you
655	exactly	what	it
653	exactly	what	happened
613	exactly	what	we
399	exactly	what	she
332	exactly	,	but
329	exactly	the	way
319	exactly	what	's
311	exactly	the	kind
310	exactly	the	right
282	exactly	what	was
246	exactly	what	is
240	exactly	what	to
234	exactly	where	the
233	exactly	that	.
222	exactly	how	many
194	exactly	like	the
184	exactly	how	much
184	exactly	right	,
183	exactly	.	I
181	exactly	how	to
175	exactly	how	the
162	exactly	.	"
160	exactly	where	he
156	exactly	where	they
154	exactly	,	"
150	exactly	as	it
150	exactly	where	it
149	exactly	how	it
119	exactly	.	And
117	exactly	right	.
115	exactly	in	the
114	exactly	where	I
112	exactly	the	point
112	exactly	where	you
111	exactly	the	opposite
111	exactly	how	I
110	exactly	where	we
107	exactly	?	"
106	exactly	as	he
105	exactly	what	that
103	exactly	is	the
99	exactly	that	,
98	exactly	do	you
97	exactly	how	he
96	exactly	what	this
96	exactly	the	sort
95	exactly	sure	what
91	exactly	what	a
91	exactly	.	It
89	exactly	the	wrong
86	exactly	as	they
85	exactly	like	a
84	exactly	the	opposite
83	exactly	where	to
83	exactly	how	they
82	exactly	as	I
81	exactly	.	But
81	exactly	what	kind
79	exactly	when	the
79	exactly	how	you
79	exactly	the	opposite
76	exactly	are	you
71	exactly	what	had
71	exactly	.	The
69	exactly	.	<p>
68	exactly	where	she
67	exactly	on	the
66	exactly	what	happens
66	exactly	,	and
65	exactly	what	his
62	exactly	what	has
61	exactly	why	.
60	exactly	one	year
58	exactly	true	.
56	exactly	why	I
54	exactly	right	,
54	exactly	,	is
53	exactly	did	you
53	exactly	why	the
53	exactly	why	we
52	exactly	how	this
52	exactly	the	problem
52	exactly	at	the
51	exactly	as	the
51	exactly	as	she
50	exactly	as	you
49	exactly	how	much
49	exactly	why	,
47	exactly	how	she
47	exactly	alike	.
47	exactly	it	.
45	exactly	the	type
44	exactly	what	our
44	exactly	how	that
44	exactly	does	that
44	exactly	a	year
44	exactly	what	went
44	exactly	when	it
43	exactly	,	I
43	exactly	how	we
41	exactly	what	will
41	exactly	is	a
41	exactly	to	the
40	exactly	is	it
39	exactly	.	We
38	exactly	what	your
38	exactly	why	he
38	exactly	.	He
37	exactly	what	their
36	exactly	who	he
36	exactly	like	a
35	exactly	with	the
35	exactly	what	would
35	exactly	,	you
35	exactly	why	they
34	exactly	who	is
34	exactly	,	the
34	exactly	correct	.
34	exactly	what	these
34	exactly	the	time
34	exactly	as	we
34	exactly	.	They
34	exactly	what	people
33	exactly	what	my
33	exactly	.	You
33	exactly	.	So
31	exactly	are	the
30	exactly	,	he
30	exactly	are	we
30	exactly	,	did
30	exactly	how	long
29	exactly	what	's
29	exactly	when	.
29	exactly	sure	how
29	exactly	when	and
29	exactly	like	that
29	exactly	this	kind
29	exactly	?	<p>
28	exactly	where	that
28	exactly	like	this
28	exactly	.	Exactly
27	exactly	.	#
27	exactly	why	it
27	exactly	as	if
27	exactly	was	the
27	exactly	like	you
26	exactly	that	way
26	exactly	like	what
25	exactly	who	I
25	exactly	it	is
25	exactly	when	you
24	exactly	the	case
24	exactly	who	they
24	exactly	how	much
24	exactly	does	this
24	exactly	is	this
24	exactly	.	That
24	exactly	sure	.
24	exactly	,	do
24	exactly	,	does
24	exactly	have	a
24	exactly	how	far
24	exactly	is	going
23	exactly	what	did
23	exactly	as	planned
23	exactly	,	because
23	exactly	where	and
23	exactly	when	he
23	exactly	when	they
22	exactly	two	years
22	exactly	is	your
22	exactly	how	these
22	exactly	know	what
22	exactly	sure	why
21	exactly	one	week
21	exactly	.	What
21	exactly	who	was
21	exactly	true	,
21	exactly	,	it
21	exactly	the	most
21	exactly	one	month
21	exactly	did	the
20	exactly	why	you
20	exactly	what	her
20	exactly	like	it
20	exactly	going	to
20	exactly	what	"
19	exactly	how	a
19	exactly	how	old
19	exactly	what	's
19	exactly	when	she
19	exactly	who	she
19	exactly	the	reason
19	exactly	the	word
19	exactly	?	What
19	exactly	where	this
19	exactly	.	This
19	exactly	sure	,
19	exactly	.	In
19	exactly	,	are
19	exactly	,	exactly
19	exactly	does	the
18	exactly	what	Mr.
18	exactly	are	they
18	exactly	.	If
18	exactly	what	,
18	exactly	like	my
18	exactly	what	those
18	exactly	.	There
18	exactly	do	we
18	exactly	--	I
18	exactly	when	to
18	exactly	on	time
18	exactly	why	she
18	exactly	what	should
18	exactly	what	one
18	exactly	that	:
18	exactly	what	.
17	exactly	how	.
17	exactly	my	point
17	exactly	when	a
17	exactly	been	a
17	exactly	alike	,
17	exactly	when	,
17	exactly	who	you
17	exactly	the	kinds
16	exactly	,	just
16	exactly	what	some
16	exactly	what	makes
16	exactly	where	,
16	exactly	like	that
16	exactly	did	he
16	exactly	what	President
15	exactly	part	of
15	exactly	the	size
15	exactly	.	She
15	exactly	what	causes
15	exactly	what	caused
15	exactly	in	a
15	exactly	,	or
15	exactly	how	and
15	exactly	like	him
15	exactly	where	in
15	exactly	happened	in
15	exactly	who	it
15	exactly	as	before
15	exactly	the	best
15	exactly	,	was
15	exactly	what	many
15	exactly	who	the
15	exactly	what	are
15	exactly	this	way
14	exactly	.	Well
14	exactly	the	situation
14	exactly	what	an
14	exactly	the	stuff
14	exactly	were	you
14	exactly	what	time
14	exactly	when	I
14	exactly	clear	what
14	exactly	does	it
14	exactly	like	those
14	exactly	right	to
14	exactly	one	hundred
14	exactly	right	and
14	exactly	a	surprise
14	exactly	happened	?
14	exactly	who	's
14	exactly	the	question
13	exactly	what	everybody
13	exactly	that	of
13	exactly	where	all
13	exactly	clear	.
13	exactly	wrong	.
13	exactly	what	each
13	exactly	what	its
13	exactly	want	to
13	exactly	where	his
13	exactly	,	what
13	exactly	why	this
12	exactly	to	what
12	exactly	when	we
12	exactly	two	minutes
12	exactly	at	that
12	exactly	right	--
12	exactly	that	--
12	exactly	the	person
12	exactly	known	for
12	exactly	the	position
12	exactly	as	much
12	exactly	where	your
12	exactly	is	wrong
12	exactly	like	me
12	exactly	,	they
11	exactly	like	them
11	exactly	what	most
11	exactly	like	an
11	exactly	24	hours
11	exactly	one	of
11	exactly	half	of
11	exactly	what	everyone
11	exactly	how	,
11	exactly	how	far
11	exactly	the	reverse
11	exactly	,	a
11	exactly	when	that
11	exactly	right	in
11	exactly	.	@3:114@
11	exactly	one	hour
11	exactly	like	her
11	exactly	what	can
11	exactly	the	truth
11	exactly	,	we
11	exactly	a	week
11	exactly	how	his
11	exactly	happened	to
11	exactly	who	had
11	exactly	equal	to
10	exactly	it	,
10	exactly	one	minute
10	exactly	two	weeks
10	exactly	the	moment
10	exactly	according	to
10	exactly	what	transpired
10	exactly	the	message
10	exactly	what	occurred
10	exactly	had	happened
10	exactly	,	in
10	exactly	such	a
10	exactly	what	needs
10	exactly	how	or
10	exactly	the	amount
10	exactly	what	...
10	exactly	how	did
10	exactly	.	Not
10	exactly	what	does
10	exactly	what	do
10	exactly	right	about
10	exactly	once	.
10	exactly	.	.
10	exactly	what	role
10	exactly	what	made
10	exactly	they	're
10	exactly	the	reverse
10	exactly	is	happening
10	exactly	which	of
10	exactly	as	a
10	exactly	that	kind
10	exactly	what	worries
10	exactly	six	months
10	exactly	like	her
10	exactly	where	her
10	exactly	what	constitutes
10	exactly	how	well
10	exactly	100	years
10	exactly	30	years
187	off	a	few
180	off	all	the
177	off	some	of
156	off	and	on
141	off	his	hat
134	off	her	shoes
133	off	his	shirt
129	off	one	of
123	off	a	cliff
121	off	his	shoes
107	off	his	clothes
106	off	a	piece
101	off	his	jacket
99	off	her	clothes
97	off	his	glasses
96	off	?	"
88	off	his	coat
85	off	a	little
79	off	my	clothes
78	off	my	shoes
77	off	your	clothes
73	off	running	.
70	off	his	head
67	off	her	feet
65	off	their	clothes
65	off	a	lot
64	off	your	shoes
64	off	and	on
62	off	a	list
61	off	his	own
60	off	a	shot
60	off	his	feet
58	off	today	.
55	off	a	bit
55	off	more	than
53	off	a	couple
53	off	my	shirt
52	off	a	bridge
52	off	his	horse
51	off	my	back
50	off	last	year
50	off	the	phone
50	off	his	face
48	off	if	you
48	off	the	plane
47	off	again	.
46	off	his	helmet
46	off	her	coat
45	off	the	ground
44	off	more	than
44	off	the	TV
44	off	a	small
43	off	thousands	of
42	off	tonight	.
42	off	and	the
41	off	right	away
39	off	,	and
39	off	when	you
39	off	their	shoes
39	off	the	bus
39	off	her	own
38	off	if	they
38	off	a	little
38	off	the	air
37	off	and	then
37	off	a	new
37	off	your	shirt
36	off	the	road
36	off	his	cap
36	off	when	the
36	off	pieces	of
36	off	your	feet
35	off	his	boots
35	off	when	they
35	off	the	heat
35	off	all	her
34	off	his	pants
34	off	some	steam
34	off	if	the
34	off	all	of
34	off	his	back
34	off	again	,
33	off	a	big
33	off	her	glasses
32	off	a	series
32	off	her	face
32	off	now	than
31	off	today	than
31	off	his	stool
31	off	all	my
31	off	now	,
31	off	the	lights
31	off	a	letter
30	off	hundreds	of
30	off	workers	.
30	off	all	his
30	off	a	plane
30	off	his	chest
30	off	if	he
29	off	his	hands
29	off	workers	,
29	off	a	long
29	off	?	<p>
28	off	now	.
28	off	,	"
28	off	her	jacket
28	off	if	we
27	off	a	chunk
27	off	his	hand
27	off	when	he
27	off	her	head
27	off	their	feet
27	off	the	land
26	off	last	week
26	off	her	shirt
26	off	his	chair
26	off	last	night
25	off	right	now
25	off	easy	.
25	off	the	light
25	off	her	hat
25	off	the	field
25	off	and	I
25	off	in	the
24	off	and	you
24	off	the	water
24	off	his	gloves
24	off	your	back
23	off	,	but
23	off	when	I
23	off	your	chest
23	off	a	horse
23	off	a	chain
23	off	his	sunglasses
23	off	his	mask
23	off	our	shoes
23	off	his	tongue
22	off	to	the
22	off	the	street
22	off	the	television
22	off	your	head
22	off	her	husband
22	off	the	train
22	off	a	good
21	off	the	excess
21	off	her	shoulder
21	off	running	,
21	off	parts	of
21	off	our	clothes
21	off	first	.
21	off	alone	.
21	off	his	bike
21	off	a	large
21	off	his	arm
21	off	the	elevator
21	off	their	own
21	off	my	coat
20	off	her	dress
20	off	my	glasses
20	off	her	hair
20	off	its	hinges
20	off	my	hat
20	off	her	sunglasses
20	off	the	streets
20	off	?	#
19	off	my	bike
19	off	her	shoulders
19	off	her	sandals
19	off	a	single
19	off	a	string
19	off	the	hook
19	off	my	gloves
19	off	my	head
19	off	his	lap
19	off	a	bus
19	off	their	hats
19	off	?	I
19	off	its	own
18	off	her	apron
18	off	all	your
18	off	today	,
18	off	an	impressive
18	off	his	suit
18	off	drugs	and
18	off	my	chest
18	off	your	hands
18	off	her	blouse
18	off	employees	.
18	off	somewhere	.
17	off	there	.
17	off	his	body
17	off	his	belt
17	off	a	corner
17	off	her	gloves
17	off	their	heads
17	off	a	national
17	off	my	jacket
17	off	a	mountain
17	off	when	it
17	off	somewhere	,
17	off	their	jobs
17	off	his	right
17	off	a	week
17	off	as	well
17	off	as	much
17	off	relations	with
16	off	a	whole
16	off	her	chair
16	off	here	,
16	off	my	pants
16	off	a	branch
16	off	,	the
16	off	the	back
16	off	the	line
16	off	the	top
16	off	and	we
16	off	a	ladder
16	off	first	,
16	off	a	round
16	off	and	on
16	off	any	excess
16	off	the	excess
16	off	his	forehead
16	off	his	shoulders
16	off	the	stage
15	off	dozens	of
15	off	chunks	of
15	off	my	boots
15	off	drugs	.
15	off	here	.
15	off	one	's
15	off	a	roof
15	off	their	hands
15	off	her	hands
15	off	an	alarm
15	off	all	those
15	off	heat	and
15	off	heat	,
15	off	his	mouth
15	off	and	was
15	off	the	top
15	off	if	it
15	off	a	building
15	off	and	they
15	off	your	coat
15	off	a	wave
15	off	your	face
14	off	my	face
14	off	the	bench
14	off	my	chair
14	off	the	wall
14	off	his	first
14	off	your	pants
14	off	your	own
14	off	a	man
14	off	and	threw
14	off	and	put
14	off	the	computer
14	off	an	area
14	off	at	least
14	off	if	I
14	off	his	tie
14	off	your	hat
14	off	a	season
14	off	heat	.
14	off	too	.
14	off	her	panties
14	off	completely	.
14	off	fat	.
14	off	a	dozen
14	off	a	number
14	off	somewhere	else
14	off	the	boat
14	off	my	feet
14	off	the	fat
14	off	any	fat
14	off	the	coast
14	off	half	a
13	off	you	,
13	off	the	floor
13	off	my	property
13	off	their	coats
13	off	their	backs
13	off	her	boots
13	off	funds	for
13	off	his	nose
13	off	a	day
13	off	a	portion
13	off	.	"
13	off	welfare	.
13	off	the	edge
13	off	the	roof
13	off	his	chin
13	off	my	hand
13	off	a	strong
13	off	so	he
13	off	and	,
13	off	a	third
13	off	)	,
13	off	completely	,
13	off	his	uniform
13	off	the	court
13	off	every	time
13	off	and	it
13	off	a	tiny
13	off	the	car
13	off	his	wet
13	off	so	I
13	off	his	T-shirt
13	off	a	wall
13	off	a	high
13	off	his	leg
13	off	the	face
12	off	their	land
12	off	half	the
12	off	your	tongue
12	off	his	work
12	off	the	walls
12	off	?	The
12	off	a	massive
12	off	,	I
12	off	a	year
12	off	a	curb
12	off	his	watch
12	off	and	he
12	off	the	head
12	off	its	head
12	off	all	their
12	off	--	and
12	off	their	children
12	off	the	handle
12	off	early	.
12	off	:	"
12	off	all	our
12	off	my	nose
12	off	not	only
12	off	a	quick
12	off	a	"
12	off	a	bike
12	off	the	bed
12	off	my	bed
12	off	a	boat
12	off	when	a
12	off	any	excess
12	off	dead	skin
12	off	the	skin
12	off	their	shirts
12	off	a	bit
12	off	a	bomb
12	off	half	of
12	off	millions	of
12	off	many	of
11	off	layers	of
11	off	looking	like
11	off	his	left
11	off	an	e-mail
11	off	our	backs
11	off	your	ass
11	off	a	log
11	off	her	skirt
11	off	his	sneakers
11	off	her	body
11	off	his	desk
11	off	his	ear
11	off	"	(
